Region,SecurityGroupId,SecurityGroupName,Protocol,PortRange,CIDR,IP_Version,Resource_Type,ResourceId,Resource_Name
ca-central-1,sg-0c7d4d54af3ea3bd7,AWS Elastic Disaster Recovery default Replication Server Security Group,tcp,1500,0.0.0.0/0,IPv4,EC2,i-036e6157423f37ae6,AWS Elastic Disaster Recovery Replication Server
ca-central-1,sg-0c7d4d54af3ea3bd7,AWS Elastic Disaster Recovery default Replication Server Security Group,tcp,1500,0.0.0.0/0,IPv4,EC2,i-0e1b85bfa483efb4a,AWS Elastic Disaster Recovery Replication Server
ca-central-1,sg-0c7d4d54af3ea3bd7,AWS Elastic Disaster Recovery default Replication Server Security Group,tcp,1500,0.0.0.0/0,IPv4,NetworkInterface,eni-006d4aeeeb0958c57,
ca-central-1,sg-0c7d4d54af3ea3bd7,AWS Elastic Disaster Recovery default Replication Server Security Group,tcp,1500,0.0.0.0/0,IPv4,NetworkInterface,eni-07cf883326d930e69,
ca-central-1,sg-0162382989c803228,Linko-AWSSQLCA,-1,All,216.251.138.106/32,IPv4,EC2,i-0d3f4aea4cec3e9d2,Linko-AWSSQLCA
ca-central-1,sg-0162382989c803228,Linko-AWSSQLCA,-1,All,216.251.138.106/32,IPv4,EC2,i-0b8cfd5e91731cf0c,Linko-AWSDCCA
ca-central-1,sg-0162382989c803228,Linko-AWSSQLCA,-1,All,216.251.138.106/32,IPv4,NetworkInterface,eni-0dfd6c0a89c2e5b76,Primary network interface
ca-central-1,sg-0162382989c803228,Linko-AWSSQLCA,-1,All,216.251.138.106/32,IPv4,NetworkInterface,eni-04309a3e82e992976,
ca-central-1,sg-0162382989c803228,Linko-AWSSQLCA,-1,All,10.1.0.0/16,IPv4,EC2,i-0d3f4aea4cec3e9d2,Linko-AWSSQLCA
ca-central-1,sg-0162382989c803228,Linko-AWSSQLCA,-1,All,10.1.0.0/16,IPv4,EC2,i-0b8cfd5e91731cf0c,Linko-AWSDCCA
ca-central-1,sg-0162382989c803228,Linko-AWSSQLCA,-1,All,10.1.0.0/16,IPv4,NetworkInterface,eni-0dfd6c0a89c2e5b76,Primary network interface
ca-central-1,sg-0162382989c803228,Linko-AWSSQLCA,-1,All,10.1.0.0/16,IPv4,NetworkInterface,eni-04309a3e82e992976,
ca-central-1,sg-0162382989c803228,Linko-AWSSQLCA,-1,All,192.168.109.0/24,IPv4,EC2,i-0d3f4aea4cec3e9d2,Linko-AWSSQLCA
ca-central-1,sg-0162382989c803228,Linko-AWSSQLCA,-1,All,192.168.109.0/24,IPv4,EC2,i-0b8cfd5e91731cf0c,Linko-AWSDCCA
ca-central-1,sg-0162382989c803228,Linko-AWSSQLCA,-1,All,192.168.109.0/24,IPv4,NetworkInterface,eni-0dfd6c0a89c2e5b76,Primary network interface
ca-central-1,sg-0162382989c803228,Linko-AWSSQLCA,-1,All,192.168.109.0/24,IPv4,NetworkInterface,eni-04309a3e82e992976,
ca-central-1,sg-0162382989c803228,Linko-AWSSQLCA,-1,All,64.90.124.0/24,IPv4,EC2,i-0d3f4aea4cec3e9d2,Linko-AWSSQLCA
ca-central-1,sg-0162382989c803228,Linko-AWSSQLCA,-1,All,64.90.124.0/24,IPv4,EC2,i-0b8cfd5e91731cf0c,Linko-AWSDCCA
ca-central-1,sg-0162382989c803228,Linko-AWSSQLCA,-1,All,64.90.124.0/24,IPv4,NetworkInterface,eni-0dfd6c0a89c2e5b76,Primary network interface
ca-central-1,sg-0162382989c803228,Linko-AWSSQLCA,-1,All,64.90.124.0/24,IPv4,NetworkInterface,eni-04309a3e82e992976,
ca-central-1,sg-0162382989c803228,Linko-AWSSQLCA,tcp,3389,71.7.205.91/32,IPv4,EC2,i-0d3f4aea4cec3e9d2,Linko-AWSSQLCA
ca-central-1,sg-0162382989c803228,Linko-AWSSQLCA,tcp,3389,71.7.205.91/32,IPv4,EC2,i-0b8cfd5e91731cf0c,Linko-AWSDCCA
ca-central-1,sg-0162382989c803228,Linko-AWSSQLCA,tcp,3389,71.7.205.91/32,IPv4,NetworkInterface,eni-0dfd6c0a89c2e5b76,Primary network interface
ca-central-1,sg-0162382989c803228,Linko-AWSSQLCA,tcp,3389,71.7.205.91/32,IPv4,NetworkInterface,eni-04309a3e82e992976,
ca-central-1,sg-03f77372ad1107308,linko-ca-dmz-sg,-1,All,10.1.0.0/16,IPv4,EC2,i-036e6157423f37ae6,AWS Elastic Disaster Recovery Replication Server
ca-central-1,sg-03f77372ad1107308,linko-ca-dmz-sg,-1,All,10.1.0.0/16,IPv4,NetworkInterface,eni-0653f658e659754b5,10.2.101.8
ca-central-1,sg-03f77372ad1107308,linko-ca-dmz-sg,-1,All,10.1.0.0/16,IPv4,NetworkInterface,eni-006d4aeeeb0958c57,
ca-central-1,sg-0d5ab0dc4110026c1,linko-ca-fwmgmt-sg,tcp,80,108.180.25.217/32,IPv4,NetworkInterface,eni-0741ae469bfc31b41,linko-ca-fw-mgmt-primary
ca-central-1,sg-0d5ab0dc4110026c1,linko-ca-fwmgmt-sg,tcp,80,108.180.25.217/32,IPv4,NetworkInterface,eni-01913642cd8f2f335,linko-ca-fwmgmt-secondary-nic
ca-central-1,sg-0d5ab0dc4110026c1,linko-ca-fwmgmt-sg,tcp,80,108.180.25.217/32,IPv4,NetworkInterface,eni-06311b1cce73d572e,linko-ca-fwmgmt-primary-nic
ca-central-1,sg-0d5ab0dc4110026c1,linko-ca-fwmgmt-sg,-1,All,64.90.124.0/24,IPv4,NetworkInterface,eni-0741ae469bfc31b41,linko-ca-fw-mgmt-primary
ca-central-1,sg-0d5ab0dc4110026c1,linko-ca-fwmgmt-sg,-1,All,64.90.124.0/24,IPv4,NetworkInterface,eni-01913642cd8f2f335,linko-ca-fwmgmt-secondary-nic
ca-central-1,sg-0d5ab0dc4110026c1,linko-ca-fwmgmt-sg,-1,All,64.90.124.0/24,IPv4,NetworkInterface,eni-06311b1cce73d572e,linko-ca-fwmgmt-primary-nic
ca-central-1,sg-0d5ab0dc4110026c1,linko-ca-fwmgmt-sg,tcp,22,108.180.25.217/32,IPv4,NetworkInterface,eni-0741ae469bfc31b41,linko-ca-fw-mgmt-primary
ca-central-1,sg-0d5ab0dc4110026c1,linko-ca-fwmgmt-sg,tcp,22,108.180.25.217/32,IPv4,NetworkInterface,eni-01913642cd8f2f335,linko-ca-fwmgmt-secondary-nic
ca-central-1,sg-0d5ab0dc4110026c1,linko-ca-fwmgmt-sg,tcp,22,108.180.25.217/32,IPv4,NetworkInterface,eni-06311b1cce73d572e,linko-ca-fwmgmt-primary-nic
ca-central-1,sg-0d5ab0dc4110026c1,linko-ca-fwmgmt-sg,tcp,443,108.180.25.217/32,IPv4,NetworkInterface,eni-0741ae469bfc31b41,linko-ca-fw-mgmt-primary
ca-central-1,sg-0d5ab0dc4110026c1,linko-ca-fwmgmt-sg,tcp,443,108.180.25.217/32,IPv4,NetworkInterface,eni-01913642cd8f2f335,linko-ca-fwmgmt-secondary-nic
ca-central-1,sg-0d5ab0dc4110026c1,linko-ca-fwmgmt-sg,tcp,443,108.180.25.217/32,IPv4,NetworkInterface,eni-06311b1cce73d572e,linko-ca-fwmgmt-primary-nic
ca-central-1,sg-0d5ab0dc4110026c1,linko-ca-fwmgmt-sg,tcp,443,110.54.216.10/32,IPv4,NetworkInterface,eni-0741ae469bfc31b41,linko-ca-fw-mgmt-primary
ca-central-1,sg-0d5ab0dc4110026c1,linko-ca-fwmgmt-sg,tcp,443,110.54.216.10/32,IPv4,NetworkInterface,eni-01913642cd8f2f335,linko-ca-fwmgmt-secondary-nic
ca-central-1,sg-0d5ab0dc4110026c1,linko-ca-fwmgmt-sg,tcp,443,110.54.216.10/32,IPv4,NetworkInterface,eni-06311b1cce73d572e,linko-ca-fwmgmt-primary-nic
ca-central-1,sg-0d5ab0dc4110026c1,linko-ca-fwmgmt-sg,icmp,-1,108.180.25.217/32,IPv4,NetworkInterface,eni-0741ae469bfc31b41,linko-ca-fw-mgmt-primary
ca-central-1,sg-0d5ab0dc4110026c1,linko-ca-fwmgmt-sg,icmp,-1,108.180.25.217/32,IPv4,NetworkInterface,eni-01913642cd8f2f335,linko-ca-fwmgmt-secondary-nic
ca-central-1,sg-0d5ab0dc4110026c1,linko-ca-fwmgmt-sg,icmp,-1,108.180.25.217/32,IPv4,NetworkInterface,eni-06311b1cce73d572e,linko-ca-fwmgmt-primary-nic
ca-central-1,sg-05c78ce3069fbebf0,launch-wizard-2,tcp,3399,206.223.177.146/32,IPv4,EC2,i-0efe196d585199d0b,RecoveryServer
ca-central-1,sg-05c78ce3069fbebf0,launch-wizard-2,tcp,3399,206.223.177.146/32,IPv4,NetworkInterface,eni-0721b34a82ee94433,
ca-central-1,sg-05c78ce3069fbebf0,launch-wizard-2,tcp,3389,206.223.177.146/32,IPv4,EC2,i-0efe196d585199d0b,RecoveryServer
ca-central-1,sg-05c78ce3069fbebf0,launch-wizard-2,tcp,3389,206.223.177.146/32,IPv4,NetworkInterface,eni-0721b34a82ee94433,
ca-central-1,sg-06f8706cfd1ae2a60,linko-ca-fw-rdpaccess,tcp,3399,0.0.0.0/0,IPv4,NetworkInterface,eni-0ecb14e9caf4c299c,10.2.101.7
ca-central-1,sg-06f8706cfd1ae2a60,linko-ca-fw-rdpaccess,tcp,3399,0.0.0.0/0,IPv4,NetworkInterface,eni-05d423aa9d3b9b3b2,10.2.101.9
ca-central-1,sg-06f8706cfd1ae2a60,linko-ca-fw-rdpaccess,tcp,3399,0.0.0.0/0,IPv4,NetworkInterface,eni-0aee2807a5269ca71,10.2.101.6
ca-central-1,sg-001f8e75b078dc068,linko-ca-fw-sg,tcp,80,0.0.0.0/0,IPv4,EC2,i-03ccba13111e3f939,linko-aws-ca-fw-primary
ca-central-1,sg-001f8e75b078dc068,linko-ca-fw-sg,tcp,80,0.0.0.0/0,IPv4,EC2,i-05801f519583117ab,linko-aws-ca-fw-secondary
ca-central-1,sg-001f8e75b078dc068,linko-ca-fw-sg,tcp,80,0.0.0.0/0,IPv4,EC2,i-036e6157423f37ae6,AWS Elastic Disaster Recovery Replication Server
ca-central-1,sg-001f8e75b078dc068,linko-ca-fw-sg,tcp,80,0.0.0.0/0,IPv4,EC2,i-0e1b85bfa483efb4a,AWS Elastic Disaster Recovery Replication Server
ca-central-1,sg-001f8e75b078dc068,linko-ca-fw-sg,tcp,80,0.0.0.0/0,IPv4,NetworkInterface,eni-006d4aeeeb0958c57,
ca-central-1,sg-001f8e75b078dc068,linko-ca-fw-sg,tcp,80,0.0.0.0/0,IPv4,NetworkInterface,eni-07cf883326d930e69,
ca-central-1,sg-001f8e75b078dc068,linko-ca-fw-sg,tcp,80,0.0.0.0/0,IPv4,NetworkInterface,eni-08f1567e696d89fe9,linko-ca-fwdata-secondary-nic
ca-central-1,sg-001f8e75b078dc068,linko-ca-fw-sg,tcp,80,0.0.0.0/0,IPv4,NetworkInterface,eni-0b2df445893dac508,linko-ca-fwdata-secondary-nic
ca-central-1,sg-001f8e75b078dc068,linko-ca-fw-sg,tcp,80,0.0.0.0/0,IPv4,NetworkInterface,eni-04eeb3aca91f9d190,
ca-central-1,sg-001f8e75b078dc068,linko-ca-fw-sg,udp,6081,0.0.0.0/0,IPv4,EC2,i-03ccba13111e3f939,linko-aws-ca-fw-primary
ca-central-1,sg-001f8e75b078dc068,linko-ca-fw-sg,udp,6081,0.0.0.0/0,IPv4,EC2,i-05801f519583117ab,linko-aws-ca-fw-secondary
ca-central-1,sg-001f8e75b078dc068,linko-ca-fw-sg,udp,6081,0.0.0.0/0,IPv4,EC2,i-036e6157423f37ae6,AWS Elastic Disaster Recovery Replication Server
ca-central-1,sg-001f8e75b078dc068,linko-ca-fw-sg,udp,6081,0.0.0.0/0,IPv4,EC2,i-0e1b85bfa483efb4a,AWS Elastic Disaster Recovery Replication Server
ca-central-1,sg-001f8e75b078dc068,linko-ca-fw-sg,udp,6081,0.0.0.0/0,IPv4,NetworkInterface,eni-006d4aeeeb0958c57,
ca-central-1,sg-001f8e75b078dc068,linko-ca-fw-sg,udp,6081,0.0.0.0/0,IPv4,NetworkInterface,eni-07cf883326d930e69,
ca-central-1,sg-001f8e75b078dc068,linko-ca-fw-sg,udp,6081,0.0.0.0/0,IPv4,NetworkInterface,eni-08f1567e696d89fe9,linko-ca-fwdata-secondary-nic
ca-central-1,sg-001f8e75b078dc068,linko-ca-fw-sg,udp,6081,0.0.0.0/0,IPv4,NetworkInterface,eni-0b2df445893dac508,linko-ca-fwdata-secondary-nic
ca-central-1,sg-001f8e75b078dc068,linko-ca-fw-sg,udp,6081,0.0.0.0/0,IPv4,NetworkInterface,eni-04eeb3aca91f9d190,
ca-central-1,sg-001f8e75b078dc068,linko-ca-fw-sg,tcp,443,0.0.0.0/0,IPv4,EC2,i-03ccba13111e3f939,linko-aws-ca-fw-primary
ca-central-1,sg-001f8e75b078dc068,linko-ca-fw-sg,tcp,443,0.0.0.0/0,IPv4,EC2,i-05801f519583117ab,linko-aws-ca-fw-secondary
ca-central-1,sg-001f8e75b078dc068,linko-ca-fw-sg,tcp,443,0.0.0.0/0,IPv4,EC2,i-036e6157423f37ae6,AWS Elastic Disaster Recovery Replication Server
ca-central-1,sg-001f8e75b078dc068,linko-ca-fw-sg,tcp,443,0.0.0.0/0,IPv4,EC2,i-0e1b85bfa483efb4a,AWS Elastic Disaster Recovery Replication Server
ca-central-1,sg-001f8e75b078dc068,linko-ca-fw-sg,tcp,443,0.0.0.0/0,IPv4,NetworkInterface,eni-006d4aeeeb0958c57,
ca-central-1,sg-001f8e75b078dc068,linko-ca-fw-sg,tcp,443,0.0.0.0/0,IPv4,NetworkInterface,eni-07cf883326d930e69,
ca-central-1,sg-001f8e75b078dc068,linko-ca-fw-sg,tcp,443,0.0.0.0/0,IPv4,NetworkInterface,eni-08f1567e696d89fe9,linko-ca-fwdata-secondary-nic
ca-central-1,sg-001f8e75b078dc068,linko-ca-fw-sg,tcp,443,0.0.0.0/0,IPv4,NetworkInterface,eni-0b2df445893dac508,linko-ca-fwdata-secondary-nic
ca-central-1,sg-001f8e75b078dc068,linko-ca-fw-sg,tcp,443,0.0.0.0/0,IPv4,NetworkInterface,eni-04eeb3aca91f9d190,
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,10.1.0.0/16,IPv4,EC2,i-04ebef48faa50d9f9,Linko-AWS101
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,10.1.0.0/16,IPv4,EC2,i-0722dc8eed02e11eb,Linko-AWS25
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,10.1.0.0/16,IPv4,EC2,i-06356583f1c412fef,Linko-AWS69
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,10.1.0.0/16,IPv4,EC2,i-094ff64100d6334a1,Linko-AWS_Template
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,10.1.0.0/16,IPv4,EC2,i-036e6157423f37ae6,AWS Elastic Disaster Recovery Replication Server
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,10.1.0.0/16,IPv4,NetworkInterface,eni-088aea38882538a9d,
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,10.1.0.0/16,IPv4,NetworkInterface,eni-0653f658e659754b5,10.2.101.8
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,10.1.0.0/16,IPv4,NetworkInterface,eni-006d4aeeeb0958c57,
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,10.1.0.0/16,IPv4,NetworkInterface,eni-0ecb14e9caf4c299c,10.2.101.7
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,10.1.0.0/16,IPv4,NetworkInterface,eni-0fc0eb5f8ec0ea867,Primary network interface
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,10.1.0.0/16,IPv4,NetworkInterface,eni-05d423aa9d3b9b3b2,10.2.101.9
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,10.1.0.0/16,IPv4,NetworkInterface,eni-005bb71503c8e6bab,test
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,10.1.0.0/16,IPv4,NetworkInterface,eni-0aee2807a5269ca71,10.2.101.6
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,10.1.0.0/16,IPv4,NetworkInterface,eni-0ab7fd954cf45aab5,Primary network interface
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,10.1.0.0/16,IPv4,NetworkInterface,eni-0df39845168cd8372,Primary network interface
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,192.168.109.0/24,IPv4,EC2,i-04ebef48faa50d9f9,Linko-AWS101
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,192.168.109.0/24,IPv4,EC2,i-0722dc8eed02e11eb,Linko-AWS25
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,192.168.109.0/24,IPv4,EC2,i-06356583f1c412fef,Linko-AWS69
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,192.168.109.0/24,IPv4,EC2,i-094ff64100d6334a1,Linko-AWS_Template
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,192.168.109.0/24,IPv4,EC2,i-036e6157423f37ae6,AWS Elastic Disaster Recovery Replication Server
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,192.168.109.0/24,IPv4,NetworkInterface,eni-088aea38882538a9d,
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,192.168.109.0/24,IPv4,NetworkInterface,eni-0653f658e659754b5,10.2.101.8
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,192.168.109.0/24,IPv4,NetworkInterface,eni-006d4aeeeb0958c57,
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,192.168.109.0/24,IPv4,NetworkInterface,eni-0ecb14e9caf4c299c,10.2.101.7
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,192.168.109.0/24,IPv4,NetworkInterface,eni-0fc0eb5f8ec0ea867,Primary network interface
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,192.168.109.0/24,IPv4,NetworkInterface,eni-05d423aa9d3b9b3b2,10.2.101.9
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,192.168.109.0/24,IPv4,NetworkInterface,eni-005bb71503c8e6bab,test
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,192.168.109.0/24,IPv4,NetworkInterface,eni-0aee2807a5269ca71,10.2.101.6
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,192.168.109.0/24,IPv4,NetworkInterface,eni-0ab7fd954cf45aab5,Primary network interface
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,192.168.109.0/24,IPv4,NetworkInterface,eni-0df39845168cd8372,Primary network interface
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,192.168.108.0/24,IPv4,EC2,i-04ebef48faa50d9f9,Linko-AWS101
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,192.168.108.0/24,IPv4,EC2,i-0722dc8eed02e11eb,Linko-AWS25
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,192.168.108.0/24,IPv4,EC2,i-06356583f1c412fef,Linko-AWS69
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,192.168.108.0/24,IPv4,EC2,i-094ff64100d6334a1,Linko-AWS_Template
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,192.168.108.0/24,IPv4,EC2,i-036e6157423f37ae6,AWS Elastic Disaster Recovery Replication Server
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,192.168.108.0/24,IPv4,NetworkInterface,eni-088aea38882538a9d,
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,192.168.108.0/24,IPv4,NetworkInterface,eni-0653f658e659754b5,10.2.101.8
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,192.168.108.0/24,IPv4,NetworkInterface,eni-006d4aeeeb0958c57,
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,192.168.108.0/24,IPv4,NetworkInterface,eni-0ecb14e9caf4c299c,10.2.101.7
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,192.168.108.0/24,IPv4,NetworkInterface,eni-0fc0eb5f8ec0ea867,Primary network interface
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,192.168.108.0/24,IPv4,NetworkInterface,eni-05d423aa9d3b9b3b2,10.2.101.9
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,192.168.108.0/24,IPv4,NetworkInterface,eni-005bb71503c8e6bab,test
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,192.168.108.0/24,IPv4,NetworkInterface,eni-0aee2807a5269ca71,10.2.101.6
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,192.168.108.0/24,IPv4,NetworkInterface,eni-0ab7fd954cf45aab5,Primary network interface
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,-1,All,192.168.108.0/24,IPv4,NetworkInterface,eni-0df39845168cd8372,Primary network interface
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,tcp,3399,0.0.0.0/0,IPv4,EC2,i-04ebef48faa50d9f9,Linko-AWS101
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,tcp,3399,0.0.0.0/0,IPv4,EC2,i-0722dc8eed02e11eb,Linko-AWS25
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,tcp,3399,0.0.0.0/0,IPv4,EC2,i-06356583f1c412fef,Linko-AWS69
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,tcp,3399,0.0.0.0/0,IPv4,EC2,i-094ff64100d6334a1,Linko-AWS_Template
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,tcp,3399,0.0.0.0/0,IPv4,EC2,i-036e6157423f37ae6,AWS Elastic Disaster Recovery Replication Server
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,tcp,3399,0.0.0.0/0,IPv4,NetworkInterface,eni-088aea38882538a9d,
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,tcp,3399,0.0.0.0/0,IPv4,NetworkInterface,eni-0653f658e659754b5,10.2.101.8
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,tcp,3399,0.0.0.0/0,IPv4,NetworkInterface,eni-006d4aeeeb0958c57,
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,tcp,3399,0.0.0.0/0,IPv4,NetworkInterface,eni-0ecb14e9caf4c299c,10.2.101.7
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,tcp,3399,0.0.0.0/0,IPv4,NetworkInterface,eni-0fc0eb5f8ec0ea867,Primary network interface
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,tcp,3399,0.0.0.0/0,IPv4,NetworkInterface,eni-05d423aa9d3b9b3b2,10.2.101.9
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,tcp,3399,0.0.0.0/0,IPv4,NetworkInterface,eni-005bb71503c8e6bab,test
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,tcp,3399,0.0.0.0/0,IPv4,NetworkInterface,eni-0aee2807a5269ca71,10.2.101.6
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,tcp,3399,0.0.0.0/0,IPv4,NetworkInterface,eni-0ab7fd954cf45aab5,Primary network interface
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,tcp,3399,0.0.0.0/0,IPv4,NetworkInterface,eni-0df39845168cd8372,Primary network interface
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,tcp,3389,0.0.0.0/0,IPv4,EC2,i-04ebef48faa50d9f9,Linko-AWS101
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,tcp,3389,0.0.0.0/0,IPv4,EC2,i-0722dc8eed02e11eb,Linko-AWS25
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,tcp,3389,0.0.0.0/0,IPv4,EC2,i-06356583f1c412fef,Linko-AWS69
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,tcp,3389,0.0.0.0/0,IPv4,EC2,i-094ff64100d6334a1,Linko-AWS_Template
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,tcp,3389,0.0.0.0/0,IPv4,EC2,i-036e6157423f37ae6,AWS Elastic Disaster Recovery Replication Server
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,tcp,3389,0.0.0.0/0,IPv4,NetworkInterface,eni-088aea38882538a9d,
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,tcp,3389,0.0.0.0/0,IPv4,NetworkInterface,eni-0653f658e659754b5,10.2.101.8
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,tcp,3389,0.0.0.0/0,IPv4,NetworkInterface,eni-006d4aeeeb0958c57,
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,tcp,3389,0.0.0.0/0,IPv4,NetworkInterface,eni-0ecb14e9caf4c299c,10.2.101.7
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,tcp,3389,0.0.0.0/0,IPv4,NetworkInterface,eni-0fc0eb5f8ec0ea867,Primary network interface
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,tcp,3389,0.0.0.0/0,IPv4,NetworkInterface,eni-05d423aa9d3b9b3b2,10.2.101.9
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,tcp,3389,0.0.0.0/0,IPv4,NetworkInterface,eni-005bb71503c8e6bab,test
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,tcp,3389,0.0.0.0/0,IPv4,NetworkInterface,eni-0aee2807a5269ca71,10.2.101.6
ca-central-1,sg-0ae57bc63c80fe4c4,LinkoHostedCA-Prod-SG,tcp,3389,0.0.0.0/0,IPv4,NetworkInterface,eni-0ab7fd954cf45aab5,Primary network interface
